	corr	p2tailed	p2tailed_adj	p2tailed_adj_bool	all_criteria_met
ARPP19	0.3451863300143957	1.0084268901438703e-10		True	True
ARR3	0.17077305745710333	0.0017909786894923564		True	True
ARRB1	0.1914515788594699	0.000451898704677192		True	True
ARRDC1	0.30243643699310596	1.8868095771835097e-08		True	True
ARRDC3	0.2602101879716598	1.5365559236991195e-06		True	True
ARRDC4	0.15261556805354673	0.005325727901822461		True	True
ARRDC5	0.2804309748296163	2.0468317820358304e-07		True	True
ARSI	0.06042285249106742	0.2722884581676203		False	False
ART1	0.028048689843482733	0.6105811341140324		False	False
ART3	0.058886692101741474	0.28468753919162343		False	False
ART5	0.09180817682929096	0.09491065033009244		False	False
ARTN	-0.0199338576845136	0.7174430188934027		False	False
ARV1	0.5913232491662079	1.0863134715993353e-32		True	True
ARX	0.08920313226038136	0.10470400811696864		False	False
ASAH2B	0.1563956374483764	0.0042832064218319066		True	True
ASAP3	0.09549780307555429	0.0823054912674012		False	False
ASB1	0.4001961971186008	3.35861114191657e-14		True	True
ASB10	0.0915616676569512	0.09580488349013593		False	False
ASB13	0.1883547358947549	0.0005606442090955008		True	True
ASB14	0.17735363635740153	0.00117404515573082		True	True
ASB15	0.0815561336786104	0.13810362818253016		False	False
ASB17	0.01056617513197261	0.8478956582076976		False	False
ASB3	0.22007970198608975	5.2408727204784986e-05		True	True
ASB5	-0.05742554379194205	0.296828841605687		False	False
ASB7	0.3482038199612687	6.754931506350025e-11		True	True
ASCL1	0.012365967106930893	0.8223858379741225		False	False
ASCL2	-0.08892258864575642	0.10580466430098029		False	False
ASCL3	0.11157259665567422	0.04219119229499007		False	False
ASCL4	0.02098706929831375	0.703201540892987		False	False
ASGR1	0.03179244986832548	0.5637725340219707		False	False
ASIP	0.2681570407844301	7.095285806306418e-07		True	True
ASL	0.19033765615881282	0.0004885315774007631		True	True
ASNS	0.21645063027712502	7.000135378485313e-05		True	True
ASNSD1	0.2347476697529751	1.5482182969991556e-05		True	True
ASPA	0.13715247441088405	0.012368822141085225		True	True
ASPDH	0.03387907645107415	0.5384526665851923		False	False
ASPH	0.07019586197070936	0.20203339229599074		False	False
ASPHD2	0.2512162681538381	3.5754332310481886e-06		True	True
ASPM	0.33641858992653917	3.1537241358552004e-10		True	True
ASPRV1	0.20510271532368882	0.00016779499326691848		True	True
ASTE1	0.4921564637787958	1.1777645800005417e-21		True	True
ASTL	0.26239645908495707	1.245403042239336e-06		True	True
ASTN1	0.1371139199247003	0.012393640852645351		True	True
ASTN2	0.11977310219150969	0.029109587454002633		False	False
ASXL1	0.4370652695213265	6.391930618353142e-17		True	True
ATAD2	0.39738693797421826	5.2484959666553706e-14		True	True
ATCAY	0.09077521640128493	0.09870275016429303		False	False
ATF1	0.26229468684875695	1.2576949145399107e-06		True	True
ATF3	0.039883238977113704	0.46890946273381595		False	False
ATF4	0.24794387784003658	4.823844248588143e-06		True	True
ATF7IP2	0.11915977091034002	0.02995043689695242		False	False
ATG10	0.2212918826058494	4.752802265572392e-05		True	True
ATG12	0.29227802396969255	5.8157405684762216e-08		True	True
ATG16L1	0.3383493732120014	2.4609663955508636e-10		True	True
ATG16L2	0.044626449930409436	0.41767029735145145		False	False
ATG4C	0.10397042777165114	0.0584353073751303		False	False
ATG9A	0.43352559550485853	1.206443282477064e-16		True	True
ATG9B	0.11631731520835285	0.03412385065834355		False	False
ATIC	0.22655588835774748	3.0893237823692215e-05		True	True
ATL1	0.11612586408490601	0.0344219156303493		False	False
ATM	0.12062663142911666	0.0279731446658535		True	True
ATMIN	0.4768205226359556	2.9929568210787073e-20		True	True
ATOH1	-0.013612831167967054	0.8048203544077595		False	False
ATOH7	0.23310143286454973	1.7823870533256384e-05		True	True
ATOX1	0.33942813895099005	2.1409003622566188e-10		True	True
ATP10B	0.1115273441172087	0.04227526956732599		False	False
ATP11C	0.11918540819291185	0.029914877586924984		False	False
ATP1A1	0.10185112161505452	0.06379075865362115		False	False
ATP1A3	0.20577573141480765	0.0001595229781193753		True	True
ATP1B1	0.4291200121622446	2.6326369922607054e-16		True	True
ATP1B3	0.14156415010038303	0.009802699524937527		True	True
ATP1B4	-0.08963338282747292	0.10303361134316903		False	False
ATP2A3	0.2282341215029926	2.6870872141802105e-05		True	True
ATP2B1	0.2652373219659209	9.45208914915815e-07		True	True
ATP2C2	0.30645660447879236	1.193963037255884e-08		True	True
ATP4A	0.06032920219830612	0.2730336556822214		False	False
ATP4B	0.17828022248937786	0.0011049573425169783		True	True
ATP5A1	0.33992041591159095	2.0086599442997115e-10		True	True
ATP5C1	0.3989493290772864	4.0967185858226735e-14		True	True
ATP5E	0.3503909424874132	5.03872047974545e-11		True	True
ATP5EP2	-0.01982678717475311	0.7188964099640552		False	False
ATP5F1	0.23984447810772375	9.945717429300911e-06		True	True
ATP5G3	0.35914028036715956	1.524618340666313e-11		True	True
ATP5H	0.25560673551769897	2.376809850645969e-06		True	True
ATP5J	0.25375051218208605	2.827260494914952e-06		True	True
ATP5J2	0.20940899316561676	0.00012108134866711965		True	True
ATP5L2	0.013161299102558496	0.8111705920550665		False	False
ATP5O	0.32705508693488644	1.0249886105975346e-09		True	True
ATP6AP1	0.10262514407190575	0.061789834987689064		False	False
ATP6AP1L	0.21191195165100685	9.985815186334627e-05		True	True
ATP6AP2	0.23509542978803016	1.5026359216685997e-05		True	True
ATP6V0A2	0.31389090539904535	5.029124828717545e-09		True	True
ATP6V0B	0.2090587427093775	0.00012436856916325385		True	True
ATP6V0C	0.3503532025349766	5.064367910299988e-11		True	True
ATP6V0D2	0.0001954914695816831	0.9971686410905146		False	False
ATP6V0E1	0.3183019949823853	2.9767340876980587e-09		True	True
ATP6V0E2	0.1652692743528386	0.002521150360347682		True	True
ATP6V1B1	0.2825803836733249	1.6360719656224203e-07		True	True
ATP6V1B2	0.4920807887869101	1.1971998043033828e-21		True	True
ATP6V1D	0.349105684186771	5.98752500729267e-11		True	True
ATP6V1E2	0.23331394755313825	1.7503720485803493e-05		True	True
ATP6V1F	0.3533707416483171	3.367404097211917e-11		True	True
ATP6V1G1	0.28051365496381514	2.0293424395884086e-07		True	True
ATP6V1G3	0.14481051435887304	0.008228081132555624		True	True
ATP7A	0.16351673306110273	0.0028051766717567908		True	True
ATP8A1	0.10266646969584214	0.061684475061237865		False	False
ATP8B2	0.050525434880562055	0.35875954560987366		False	False
ATP8B3	0.2871619743834987	1.0085354620527308e-07		True	True
ATP8B5P	-0.02295963519762112	0.6768089107532984		False	False
ATPAF1	0.21239092729206407	9.621782126875464e-05		True	True
ATPAF2	0.51951340344877	2.409609234718545e-24		True	True
ATPIF1	0.2571699928417714	2.0514735448128674e-06		True	True
ATR	0.2124126297676803	9.605586821080314e-05		True	True
ATRNL1	0.15997657899220669	0.0034693867793591155		True	True
ATXN10	0.31878352098261886	2.8096532775565335e-09		True	True
ATXN1L	0.3793173386475172	8.393937121297584e-13		True	True
ATXN3	0.21751071513547846	6.435815801838254e-05		True	True
ATXN3L	0.11433664245283474	0.037316118641443935		False	False
ATXN7	0.2444442185471556	6.614702323857171e-06		True	True
ATXN7L1	0.2726776291180158	4.5206120612720637e-07		True	True
ATXN7L3	0.2671468465855239	7.838493687538837e-07		True	True
ATXN7L3B	0.22425371378923067	3.7344865536518875e-05		True	True
AUH	0.4022706207419378	2.4088889189013975e-14		True	True
AUP1	0.25669150202518026	2.146236557500122e-06		True	True
AURKA	0.44045188215919684	3.456624769001589e-17		True	True
AURKAPS1	0.19659838253282258	0.00031345853738170274		True	True
AURKB	0.12259820494685904	0.025492711254658885		True	True
AURKC	0.31109015313974564	6.9852077186632926e-09		True	True
AVIL	0.05351524814428917	0.3309941745801904		False	False
AVL9	0.2389689356704548	1.0738793308903592e-05		True	True
AVP	0.20368468831915895	0.00018655590495326364		True	True
AVPR1A	-0.13305400801270753	0.01526578516368192		True	False
AVPR1B	0.37448680578528587	1.7117860278048982e-12		True	True
AVPR2	-0.07523147476332658	0.1714525491083278		False	False
AWAT1	0.11500144566990352	0.03621754090172612		False	False
AXIN2	0.07311851969739412	0.1838355697144573		False	False
AXL	0.1773491633043277	0.0011743881041064066		True	True
AZGP1	0.07560698066222768	0.16931851738342205		False	False
AZI2	0.25716957361103115	2.0515547931376892e-06		True	True
AZIN1	0.25236092950370875	3.2166837067362173e-06		True	True
B3GALNT1	0.19541647497044665	0.0003412073858781533		True	True
B3GALNT2	0.46499862642092143	3.2507363262647653e-19		True	True
B3GALT1	0.07383245676203938	0.1795798427514753		False	False
B3GALT5	0.0949920596282904	0.0839488588711398		False	False
B3GALTL	0.06886488976161304	0.21074054593436112		False	False
B3GNT4	0.12393104936543468	0.023925271214866796		True	True
B3GNT6	0.11124413990748916	0.04280466150705377		False	False
B3GNT7	0.21107784137004612	0.00010650832816130133		True	True
B3GNT8	0.004148726848519684	0.9399691657849083		False	False
B3GNT9	0.21041644412437627	0.00011207487434410725		True	True
B4GALT2	0.2484604777571292	4.602350907073867e-06		True	True
B4GALT3	0.6802988905214973	1.904196561102008e-46		True	True
B4GALT4	0.1118775070877465	0.04162834541025547		False	False
B4GALT6	0.1326006985531338	0.01562013611472352		True	True
B9D1	0.3635105898988992	8.27621524490219e-12		True	True
BAAT	0.15087287561895862	0.005879081256656485		True	True
BACE1	0.18211088474911516	0.0008572310786955528		True	True
BACH1	0.12803169192950586	0.01961343538393452		True	True
BAG2	-0.008945123562545622	0.871009429253996		False	False
BAG4	0.2823192845665837	1.6813701501986392e-07		True	True
BAI1	0.08733839287430649	0.11219233795860387		False	False
BAIAP3	0.08426217087506593	0.12545697356686744		False	False
BAK1	0.35139777256448707	4.3993361393385266e-11		True	True
BAMBI	0.09967859182685372	0.06969309197872628		False	False
BANF1	0.21473672198699092	8.012108203443465e-05		True	True
BARD1	0.143568727004603	0.008801617968602777		True	True
BARHL1	0.057895727482000836	0.2928848292241176		False	False
BARHL2	0.08879248757730761	0.10631818057368883		False	False
BARX1	-0.021730781921669325	0.6932068313585819		False	False
BASP1	-0.11786064374619741	0.03180031866364121		False	False
BAX	0.07834854133128281	0.1543352040705883		False	False
BBC3	0.09863184578284127	0.07269224707981677		False	False
BBS1	0.1949028695268516	0.00035396487541893435		True	True
BBS10	0.18064513696386952	0.0009452377729257023		True	True
BBS12	0.29046870559879345	7.074574419201385e-08		True	True
BBS2	0.4132771381481663	3.971315716674771e-15		True	True
BBS4	0.3065154485075929	1.1859313141996788e-08		True	True
BBS5	0.07386856268285792	0.1793665710288569		False	False
BBS7	0.26885650594182364	6.620805077592109e-07		True	True
BCAN	-0.045895271120824546	0.4045419694415955		False	False
BCAP29	0.1340509898130771	0.014511139425233901		True	True
BCAR1	0.41096763451737367	5.82915240288799e-15		True	True
BCAT2	0.32447122959769714	1.4091097837226734e-09		True	True
BCCIP	0.40090733346577434	2.997717217025545e-14		True	True
BCKDK	0.36528306304896463	6.4426890239827404e-12		True	True
BCL10	0.1744646275967214	0.001415764577196587		True	True
BCL11A	0.24080532969323773	9.139551105527888e-06		True	True
BCL2	0.13153894056412835	0.01647843512485811		True	True
BCL2A1	0.1728630013452158	0.0015686803696610204		True	True
BCL2L10	0.005705111419042957	0.9175178542374818		False	False
BCL2L14	0.13336608202330494	0.015025950867008081		True	True
BCL2L15	-0.16768801918339696	0.0021720968785411414		True	False
BCL2L2	0.21586775659397114	7.329953658768588e-05		True	True
BCL3	0.06342469860387011	0.24913415349582566		False	False
BCL6B	0.07676398977961675	0.16286783648174508		False	False
BCL7A	0.1671855245161646	0.0022407578364271544		True	True
BCO2	0.1284891931952854	0.019177091510692384		True	True
BCOR	0.0868457851341565	0.11423912933918438		False	False
BCORL1	0.011282963062520813	0.8377154908709945		False	False
BCS1L	0.28224072154562907	1.6952346923718265e-07		True	True
BDH2	0.22714960268085374	2.9409196058237383e-05		True	True
BDNF	0.0013274401941003834	0.9807761153664752		False	False
BEND2	-0.06831204914943122	0.2144355277893761		False	False
BEND4	0.06974375640786913	0.20496127835855768		False	False
BEND5	0.19413984608712304	0.00037373966700669325		True	True
BEND6	0.23865991874844555	1.1032786440121207e-05		True	True
BEND7	0.25299331993007984	3.0335009920254343e-06		True	True
BEST2	0.11033992271186517	0.04453239368604446		False	False
BET1	0.08230600916947214	0.13450495878223903		False	False
BEX1	-0.057266933790117984	0.2981672388493987		False	False
BEX2	-0.03758462139913261	0.4949337853774003		False	False
BEX4	0.0678462468512245	0.2175846876284937		False	False
BEX5	0.0902913726690839	0.10051992156120847		False	False
BGLAP	0.3806495110680279	6.881946686177543e-13		True	True
BGN	0.05095471274241394	0.35468575209164444		False	False
BHLHA15	0.06730852309198822	0.22126108926165916		False	False
BHLHB9	0.10357791693008483	0.05939812059022529		False	False
BHLHE23	0.024881622194595707	0.6514672736124587		False	False
BHLHE40	0.1482128949668136	0.0068234674659939445		True	True
BHLHE41	0.13949432032162606	0.01094111838541755		True	True
BHMT	-0.03763595367796761	0.49434434746540357		False	False
BHMT2	-0.05450039473976671	0.3221569717471455		False	False
BIK	0.258858445558984	1.748038377289693e-06		True	True
BIRC5	0.31747078764273595	3.2880696572796473e-09		True	True
BIRC8	0.015663067417099236	0.7761531142503634		False	False
BLID	0.047500996207628356	0.38828478754072027		False	False
BLK	0.0924452206900247	0.09263052989256185		False	False
BLNK	0.23725390083206105	1.2469728458335643e-05		True	True
BLOC1S1	0.19557348643681002	0.0003373936581862814		True	True
BLOC1S3	0.3570504939340327	2.0352307517199693e-11		True	True
BLVRA	0.24636497889469833	5.5655414371139486e-06		True	True
BLVRB	0.16428468366990948	0.0026773176688274104		True	True
BLZF1	0.4747119710719582	4.61120442287347e-20		True	True
BMF	-0.008268454139990243	0.8806914421410312		False	False
BMI1	0.2720277556211658	4.825702779745316e-07		True	True
BMP15	-0.0002610183719384761	0.9962196023899155		False	False
BMP2	-0.006248753889253057	0.909690135329922		False	False
BMP3	0.07291200129562413	0.18508036579324694		False	False
BMP4	-0.04471073390412325	0.4167905491038473		False	False
BMP6	0.08354813718799707	0.12870330598441598		False	False
BMP7	0.3206113679058677	2.254327878935958e-09		True	True
BMP8B	0.062278205432846664	0.25781030055880433		False	False
BMS1	0.39409760069530175	8.804811191259742e-14		True	True
BMS1P5	0.291319987757191	6.452634405952172e-08		True	True
BNC1	0.00035321524885142887	0.9948843066527779		False	False
BNIP1	0.28896293783956445	8.318921822494895e-08		True	True
BNIP2	0.18169018680612603	0.0008816835994343709		True	True
BNIP3	0.14241220835576887	0.009367469510773592		True	True
BNIPL	0.3587046318253932	1.6195311106500697e-11		True	True
BOC	0.216187248091791	7.14740034939378e-05		True	True
BOD1	0.1909317788008807	0.0004686633427174383		True	True
BOLA3	0.26636379571052177	8.465372690937835e-07		True	True
BOLL	0.06396880963488809	0.24508847233259495		False	False
BPHL	0.15547541825620803	0.004518445874290206		True	True
BPI	0.08979623884984639	0.10240687300491585		False	False
BPNT1	0.5118567911540153	1.4426137058219627e-23		True	True
BRD2	0.3489140674433682	6.14311986620489e-11		True	True
BRD3	0.30968304802331487	8.228220380231125e-09		True	True
BRD8	0.20795009910276904	0.00013533411360980768		True	True
BRI3	0.33670963514727276	3.038323673451333e-10		True	True
BRIP1	0.28685424560338163	1.0421290746827675e-07		True	True
BRIX1	0.28467357160593026	1.313032385495104e-07		True	True
BRMS1	0.3043130054784587	1.5252268532756307e-08		True	True
BRPF1	0.3077807210836791	1.025350843011831e-08		True	True
BRSK1	-0.009831480824056878	0.8583564062670115		False	False
BRSK2	0.006111689357291816	0.9116628874756509		False	False
BRWD1	0.18308926072341491	0.000802765343428951		True	True
BRWD3	0.1462895440778968	0.007588581877471093		True	True
BSCL2	0.14357446650529507	0.008798887310145756		True	True
BSND	0.22128788936079963	4.754337251654126e-05		True	True
BST1	0.04129243970579312	0.4533352639523961		False	False
BTAF1	0.31261749433762714	5.841868037336833e-09		True	True
BTBD11	0.03696511835028691	0.5020767950914203		False	False
BTBD2	0.24640958612369201	5.543170979323234e-06		True	True
BTBD3	0.18962003505666916	0.0005135717592154147		True	True
BTBD6	0.26911939796213	6.45046778661112e-07		True	True
BTBD7	0.24357149544904008	7.151320457499418e-06		True	True
BTBD8	0.07695965834312787	0.1617954116910365		False	False
BTC	0.08922639772377206	0.10461313865456748		False	False
BTD	0.21230067119964102	9.689410755892406e-05		True	True
BTF3	0.35166873341729027	4.241223679730748e-11		True	True
BTF3L4	0.25404002776044626	2.752000396671396e-06		True	True
BTG1	0.12088335236454896	0.02763886642223257		True	True
BTG2	0.29800273949697936	3.100504677784416e-08		True	True
