filename	barcode(s)
unc.edu.0e704d8f-c0c0-4165-83c4-a1fa93014894.1148564.junction_quantification.txt	TCGA-B6-A0RL-01A-11R-A084-07
unc.edu.0e704d8f-c0c0-4165-83c4-a1fa93014894.1152265.rsem.genes.results	TCGA-B6-A0RL-01A-11R-A084-07
unc.edu.0e704d8f-c0c0-4165-83c4-a1fa93014894.1152266.rsem.isoforms.results	TCGA-B6-A0RL-01A-11R-A084-07
unc.edu.0e704d8f-c0c0-4165-83c4-a1fa93014894.1152302.rsem.genes.normalized_results	TCGA-B6-A0RL-01A-11R-A084-07
unc.edu.0e704d8f-c0c0-4165-83c4-a1fa93014894.1152305.rsem.isoforms.normalized_results	TCGA-B6-A0RL-01A-11R-A084-07
unc.edu.0e704d8f-c0c0-4165-83c4-a1fa93014894.1770210.bt.exon_quantification.txt	TCGA-B6-A0RL-01A-11R-A084-07
unc.edu.0e932148-a592-42e2-b1df-4fd599db21e9.1139014.junction_quantification.txt	TCGA-E2-A10E-01A-21R-A10J-07
unc.edu.0e932148-a592-42e2-b1df-4fd599db21e9.1143720.rsem.genes.results	TCGA-E2-A10E-01A-21R-A10J-07
unc.edu.0e932148-a592-42e2-b1df-4fd599db21e9.1143721.rsem.isoforms.results	TCGA-E2-A10E-01A-21R-A10J-07
unc.edu.0e932148-a592-42e2-b1df-4fd599db21e9.1143875.rsem.genes.normalized_results	TCGA-E2-A10E-01A-21R-A10J-07
unc.edu.0e932148-a592-42e2-b1df-4fd599db21e9.1143880.rsem.isoforms.normalized_results	TCGA-E2-A10E-01A-21R-A10J-07
unc.edu.0e932148-a592-42e2-b1df-4fd599db21e9.1768058.bt.exon_quantification.txt	TCGA-E2-A10E-01A-21R-A10J-07
unc.edu.0ef00203-8a0a-4d04-aa1e-c1164958d8ec.1138702.junction_quantification.txt	TCGA-C8-A12K-01A-21R-A115-07
unc.edu.0ef00203-8a0a-4d04-aa1e-c1164958d8ec.1143043.rsem.genes.results	TCGA-C8-A12K-01A-21R-A115-07
unc.edu.0ef00203-8a0a-4d04-aa1e-c1164958d8ec.1143044.rsem.isoforms.results	TCGA-C8-A12K-01A-21R-A115-07
unc.edu.0ef00203-8a0a-4d04-aa1e-c1164958d8ec.1143076.rsem.genes.normalized_results	TCGA-C8-A12K-01A-21R-A115-07
unc.edu.0ef00203-8a0a-4d04-aa1e-c1164958d8ec.1143077.rsem.isoforms.normalized_results	TCGA-C8-A12K-01A-21R-A115-07
unc.edu.0ef00203-8a0a-4d04-aa1e-c1164958d8ec.1767668.bt.exon_quantification.txt	TCGA-C8-A12K-01A-21R-A115-07
unc.edu.0ef20000-2c8e-47bb-86e5-ffa2814099a7.1135391.junction_quantification.txt	TCGA-BH-A0BR-01A-21R-A115-07
unc.edu.0ef20000-2c8e-47bb-86e5-ffa2814099a7.1139467.rsem.genes.results	TCGA-BH-A0BR-01A-21R-A115-07
unc.edu.0ef20000-2c8e-47bb-86e5-ffa2814099a7.1139468.rsem.isoforms.results	TCGA-BH-A0BR-01A-21R-A115-07
unc.edu.0ef20000-2c8e-47bb-86e5-ffa2814099a7.1139575.rsem.genes.normalized_results	TCGA-BH-A0BR-01A-21R-A115-07
unc.edu.0ef20000-2c8e-47bb-86e5-ffa2814099a7.1139579.rsem.isoforms.normalized_results	TCGA-BH-A0BR-01A-21R-A115-07
unc.edu.0ef20000-2c8e-47bb-86e5-ffa2814099a7.1767632.bt.exon_quantification.txt	TCGA-BH-A0BR-01A-21R-A115-07
unc.edu.0f578102-ede7-46ad-ae1f-3c7351edb491.1150588.junction_quantification.txt	TCGA-AO-A0JC-01A-11R-A056-07
unc.edu.0f578102-ede7-46ad-ae1f-3c7351edb491.1153222.rsem.genes.results	TCGA-AO-A0JC-01A-11R-A056-07
unc.edu.0f578102-ede7-46ad-ae1f-3c7351edb491.1153223.rsem.isoforms.results	TCGA-AO-A0JC-01A-11R-A056-07
unc.edu.0f578102-ede7-46ad-ae1f-3c7351edb491.1153259.rsem.genes.normalized_results	TCGA-AO-A0JC-01A-11R-A056-07
unc.edu.0f578102-ede7-46ad-ae1f-3c7351edb491.1153262.rsem.isoforms.normalized_results	TCGA-AO-A0JC-01A-11R-A056-07
unc.edu.0f578102-ede7-46ad-ae1f-3c7351edb491.1770244.bt.exon_quantification.txt	TCGA-AO-A0JC-01A-11R-A056-07
unc.edu.1013446f-5beb-485d-809a-efe81a2138dd.1133514.junction_quantification.txt	TCGA-BH-A0DL-01A-11R-A115-07
unc.edu.1013446f-5beb-485d-809a-efe81a2138dd.1135729.rsem.genes.results	TCGA-BH-A0DL-01A-11R-A115-07
unc.edu.1013446f-5beb-485d-809a-efe81a2138dd.1135730.rsem.isoforms.results	TCGA-BH-A0DL-01A-11R-A115-07
unc.edu.1013446f-5beb-485d-809a-efe81a2138dd.1136977.rsem.genes.normalized_results	TCGA-BH-A0DL-01A-11R-A115-07
unc.edu.1013446f-5beb-485d-809a-efe81a2138dd.1136981.rsem.isoforms.normalized_results	TCGA-BH-A0DL-01A-11R-A115-07
unc.edu.1013446f-5beb-485d-809a-efe81a2138dd.1767300.bt.exon_quantification.txt	TCGA-BH-A0DL-01A-11R-A115-07
unc.edu.104213ad-3ec6-4a24-9760-72333b6c2c22.1137779.junction_quantification.txt	TCGA-E2-A10A-01A-21R-A115-07
unc.edu.104213ad-3ec6-4a24-9760-72333b6c2c22.1141569.rsem.genes.results	TCGA-E2-A10A-01A-21R-A115-07
unc.edu.104213ad-3ec6-4a24-9760-72333b6c2c22.1141570.rsem.isoforms.results	TCGA-E2-A10A-01A-21R-A115-07
unc.edu.104213ad-3ec6-4a24-9760-72333b6c2c22.1142043.rsem.isoforms.normalized_results	TCGA-E2-A10A-01A-21R-A115-07
unc.edu.104213ad-3ec6-4a24-9760-72333b6c2c22.1142060.rsem.genes.normalized_results	TCGA-E2-A10A-01A-21R-A115-07
unc.edu.104213ad-3ec6-4a24-9760-72333b6c2c22.1767691.bt.exon_quantification.txt	TCGA-E2-A10A-01A-21R-A115-07
unc.edu.10d54893-647f-40a9-8aa7-602e04d55faf.1131505.junction_quantification.txt	TCGA-BH-A0BS-11A-11R-A12P-07
unc.edu.10d54893-647f-40a9-8aa7-602e04d55faf.1133675.rsem.genes.results	TCGA-BH-A0BS-11A-11R-A12P-07
unc.edu.10d54893-647f-40a9-8aa7-602e04d55faf.1133676.rsem.isoforms.results	TCGA-BH-A0BS-11A-11R-A12P-07
unc.edu.10d54893-647f-40a9-8aa7-602e04d55faf.1133706.rsem.genes.normalized_results	TCGA-BH-A0BS-11A-11R-A12P-07
unc.edu.10d54893-647f-40a9-8aa7-602e04d55faf.1133707.rsem.isoforms.normalized_results	TCGA-BH-A0BS-11A-11R-A12P-07
unc.edu.10d54893-647f-40a9-8aa7-602e04d55faf.1766860.bt.exon_quantification.txt	TCGA-BH-A0BS-11A-11R-A12P-07
unc.edu.120bc298-f016-4c80-aa5f-a9006444942c.1127435.junction_quantification.txt	TCGA-BH-A18Q-11A-34R-A12D-07
unc.edu.120bc298-f016-4c80-aa5f-a9006444942c.1130097.rsem.genes.results	TCGA-BH-A18Q-11A-34R-A12D-07
unc.edu.120bc298-f016-4c80-aa5f-a9006444942c.1130098.rsem.isoforms.results	TCGA-BH-A18Q-11A-34R-A12D-07
unc.edu.120bc298-f016-4c80-aa5f-a9006444942c.1130925.rsem.genes.normalized_results	TCGA-BH-A18Q-11A-34R-A12D-07
unc.edu.120bc298-f016-4c80-aa5f-a9006444942c.1130928.rsem.isoforms.normalized_results	TCGA-BH-A18Q-11A-34R-A12D-07
unc.edu.120bc298-f016-4c80-aa5f-a9006444942c.1766483.bt.exon_quantification.txt	TCGA-BH-A18Q-11A-34R-A12D-07
unc.edu.141e15ac-1537-4182-9db5-ba2115cd93d6.1127618.junction_quantification.txt	TCGA-E2-A15K-01A-11R-A12P-07
unc.edu.141e15ac-1537-4182-9db5-ba2115cd93d6.1129922.rsem.genes.results	TCGA-E2-A15K-01A-11R-A12P-07
unc.edu.141e15ac-1537-4182-9db5-ba2115cd93d6.1129923.rsem.isoforms.results	TCGA-E2-A15K-01A-11R-A12P-07
unc.edu.141e15ac-1537-4182-9db5-ba2115cd93d6.1130835.rsem.genes.normalized_results	TCGA-E2-A15K-01A-11R-A12P-07
unc.edu.141e15ac-1537-4182-9db5-ba2115cd93d6.1130840.rsem.isoforms.normalized_results	TCGA-E2-A15K-01A-11R-A12P-07
unc.edu.141e15ac-1537-4182-9db5-ba2115cd93d6.1766832.bt.exon_quantification.txt	TCGA-E2-A15K-01A-11R-A12P-07
unc.edu.143e8620-56cc-4b65-a2aa-d793543f6854.1138377.junction_quantification.txt	TCGA-C8-A132-01A-31R-A115-07
unc.edu.143e8620-56cc-4b65-a2aa-d793543f6854.1142236.rsem.genes.results	TCGA-C8-A132-01A-31R-A115-07
unc.edu.143e8620-56cc-4b65-a2aa-d793543f6854.1142237.rsem.isoforms.results	TCGA-C8-A132-01A-31R-A115-07
unc.edu.143e8620-56cc-4b65-a2aa-d793543f6854.1142277.rsem.genes.normalized_results	TCGA-C8-A132-01A-31R-A115-07
unc.edu.143e8620-56cc-4b65-a2aa-d793543f6854.1142280.rsem.isoforms.normalized_results	TCGA-C8-A132-01A-31R-A115-07
unc.edu.143e8620-56cc-4b65-a2aa-d793543f6854.1767655.bt.exon_quantification.txt	TCGA-C8-A132-01A-31R-A115-07
unc.edu.1462b0a9-6467-4977-aea7-006ea3f5109e.1673896.junction_quantification.txt	TCGA-A8-A08Z-01A-21R-A00Z-07
unc.edu.1462b0a9-6467-4977-aea7-006ea3f5109e.1674754.rsem.genes.results	TCGA-A8-A08Z-01A-21R-A00Z-07
unc.edu.1462b0a9-6467-4977-aea7-006ea3f5109e.1674755.rsem.isoforms.results	TCGA-A8-A08Z-01A-21R-A00Z-07
unc.edu.1462b0a9-6467-4977-aea7-006ea3f5109e.1674782.rsem.genes.normalized_results	TCGA-A8-A08Z-01A-21R-A00Z-07
unc.edu.1462b0a9-6467-4977-aea7-006ea3f5109e.1674783.rsem.isoforms.normalized_results	TCGA-A8-A08Z-01A-21R-A00Z-07
unc.edu.1462b0a9-6467-4977-aea7-006ea3f5109e.1748782.bt.exon_quantification.txt	TCGA-A8-A08Z-01A-21R-A00Z-07
unc.edu.14f20743-35f3-4e68-a2e5-e03edfe31a97.1152193.junction_quantification.txt	TCGA-A8-A06Y-01A-21R-A00Z-07
unc.edu.14f20743-35f3-4e68-a2e5-e03edfe31a97.1153870.rsem.genes.results	TCGA-A8-A06Y-01A-21R-A00Z-07
unc.edu.14f20743-35f3-4e68-a2e5-e03edfe31a97.1153871.rsem.isoforms.results	TCGA-A8-A06Y-01A-21R-A00Z-07
unc.edu.14f20743-35f3-4e68-a2e5-e03edfe31a97.1153897.rsem.genes.normalized_results	TCGA-A8-A06Y-01A-21R-A00Z-07
unc.edu.14f20743-35f3-4e68-a2e5-e03edfe31a97.1153898.rsem.isoforms.normalized_results	TCGA-A8-A06Y-01A-21R-A00Z-07
unc.edu.14f20743-35f3-4e68-a2e5-e03edfe31a97.1770653.bt.exon_quantification.txt	TCGA-A8-A06Y-01A-21R-A00Z-07
unc.edu.14fb9342-c11d-460d-af84-f31f7753beeb.1138478.junction_quantification.txt	TCGA-AN-A0XP-01A-11R-A109-07
unc.edu.14fb9342-c11d-460d-af84-f31f7753beeb.1142388.rsem.genes.results	TCGA-AN-A0XP-01A-11R-A109-07
unc.edu.14fb9342-c11d-460d-af84-f31f7753beeb.1142389.rsem.isoforms.results	TCGA-AN-A0XP-01A-11R-A109-07
unc.edu.14fb9342-c11d-460d-af84-f31f7753beeb.1142428.rsem.isoforms.normalized_results	TCGA-AN-A0XP-01A-11R-A109-07
unc.edu.14fb9342-c11d-460d-af84-f31f7753beeb.1142432.rsem.genes.normalized_results	TCGA-AN-A0XP-01A-11R-A109-07
unc.edu.14fb9342-c11d-460d-af84-f31f7753beeb.1768096.bt.exon_quantification.txt	TCGA-AN-A0XP-01A-11R-A109-07
unc.edu.15b9736e-eafc-465e-9ddd-b1b498e8b701.1143020.junction_quantification.txt	TCGA-AO-A129-01A-21R-A10J-07
unc.edu.15b9736e-eafc-465e-9ddd-b1b498e8b701.1145358.rsem.genes.results	TCGA-AO-A129-01A-21R-A10J-07
unc.edu.15b9736e-eafc-465e-9ddd-b1b498e8b701.1145359.rsem.isoforms.results	TCGA-AO-A129-01A-21R-A10J-07
unc.edu.15b9736e-eafc-465e-9ddd-b1b498e8b701.1145675.rsem.genes.normalized_results	TCGA-AO-A129-01A-21R-A10J-07
unc.edu.15b9736e-eafc-465e-9ddd-b1b498e8b701.1145678.rsem.isoforms.normalized_results	TCGA-AO-A129-01A-21R-A10J-07
unc.edu.15b9736e-eafc-465e-9ddd-b1b498e8b701.1768171.bt.exon_quantification.txt	TCGA-AO-A129-01A-21R-A10J-07
unc.edu.15bad71d-3031-413b-9e8d-6426ae5dfbea.1131964.junction_quantification.txt	TCGA-A1-A0SD-01A-11R-A115-07
unc.edu.15bad71d-3031-413b-9e8d-6426ae5dfbea.1135597.rsem.genes.results	TCGA-A1-A0SD-01A-11R-A115-07
unc.edu.15bad71d-3031-413b-9e8d-6426ae5dfbea.1135598.rsem.isoforms.results	TCGA-A1-A0SD-01A-11R-A115-07
unc.edu.15bad71d-3031-413b-9e8d-6426ae5dfbea.1136952.rsem.isoforms.normalized_results	TCGA-A1-A0SD-01A-11R-A115-07
unc.edu.15bad71d-3031-413b-9e8d-6426ae5dfbea.1136955.rsem.genes.normalized_results	TCGA-A1-A0SD-01A-11R-A115-07
unc.edu.15bad71d-3031-413b-9e8d-6426ae5dfbea.1767248.bt.exon_quantification.txt	TCGA-A1-A0SD-01A-11R-A115-07
unc.edu.1766e42e-f8cf-447d-a694-3999a1fec43a.1152667.junction_quantification.txt	TCGA-A8-A0A9-01A-11R-A00Z-07
unc.edu.1766e42e-f8cf-447d-a694-3999a1fec43a.1154845.rsem.genes.results	TCGA-A8-A0A9-01A-11R-A00Z-07
unc.edu.1766e42e-f8cf-447d-a694-3999a1fec43a.1154846.rsem.isoforms.results	TCGA-A8-A0A9-01A-11R-A00Z-07
unc.edu.1766e42e-f8cf-447d-a694-3999a1fec43a.1154884.rsem.isoforms.normalized_results	TCGA-A8-A0A9-01A-11R-A00Z-07
unc.edu.1766e42e-f8cf-447d-a694-3999a1fec43a.1154887.rsem.genes.normalized_results	TCGA-A8-A0A9-01A-11R-A00Z-07
unc.edu.1766e42e-f8cf-447d-a694-3999a1fec43a.1770635.bt.exon_quantification.txt	TCGA-A8-A0A9-01A-11R-A00Z-07
unc.edu.17fdb26d-d808-4b0d-a794-6b664dae8b2b.1153032.junction_quantification.txt	TCGA-B6-A0RM-01A-11R-A084-07
unc.edu.17fdb26d-d808-4b0d-a794-6b664dae8b2b.1154805.rsem.genes.results	TCGA-B6-A0RM-01A-11R-A084-07
unc.edu.17fdb26d-d808-4b0d-a794-6b664dae8b2b.1154806.rsem.isoforms.results	TCGA-B6-A0RM-01A-11R-A084-07
unc.edu.17fdb26d-d808-4b0d-a794-6b664dae8b2b.1154830.rsem.genes.normalized_results	TCGA-B6-A0RM-01A-11R-A084-07
unc.edu.17fdb26d-d808-4b0d-a794-6b664dae8b2b.1154841.rsem.isoforms.normalized_results	TCGA-B6-A0RM-01A-11R-A084-07
unc.edu.17fdb26d-d808-4b0d-a794-6b664dae8b2b.1770273.bt.exon_quantification.txt	TCGA-B6-A0RM-01A-11R-A084-07
unc.edu.184fe3c4-58bb-45c5-a9a5-9a8a56985f9f.1138324.junction_quantification.txt	TCGA-B6-A0RQ-01A-11R-A115-07
unc.edu.184fe3c4-58bb-45c5-a9a5-9a8a56985f9f.1142626.rsem.genes.results	TCGA-B6-A0RQ-01A-11R-A115-07
unc.edu.184fe3c4-58bb-45c5-a9a5-9a8a56985f9f.1142627.rsem.isoforms.results	TCGA-B6-A0RQ-01A-11R-A115-07
unc.edu.184fe3c4-58bb-45c5-a9a5-9a8a56985f9f.1142651.rsem.genes.normalized_results	TCGA-B6-A0RQ-01A-11R-A115-07
unc.edu.184fe3c4-58bb-45c5-a9a5-9a8a56985f9f.1142652.rsem.isoforms.normalized_results	TCGA-B6-A0RQ-01A-11R-A115-07
unc.edu.184fe3c4-58bb-45c5-a9a5-9a8a56985f9f.1767654.bt.exon_quantification.txt	TCGA-B6-A0RQ-01A-11R-A115-07
unc.edu.1873a785-0f15-40ef-a7c9-1799ab482338.1157008.junction_quantification.txt	TCGA-A8-A097-01A-11R-A034-07
unc.edu.1873a785-0f15-40ef-a7c9-1799ab482338.1161407.rsem.genes.results	TCGA-A8-A097-01A-11R-A034-07
unc.edu.1873a785-0f15-40ef-a7c9-1799ab482338.1161408.rsem.isoforms.results	TCGA-A8-A097-01A-11R-A034-07
unc.edu.1873a785-0f15-40ef-a7c9-1799ab482338.1161435.rsem.genes.normalized_results	TCGA-A8-A097-01A-11R-A034-07
unc.edu.1873a785-0f15-40ef-a7c9-1799ab482338.1161438.rsem.isoforms.normalized_results	TCGA-A8-A097-01A-11R-A034-07
unc.edu.1873a785-0f15-40ef-a7c9-1799ab482338.1770694.bt.exon_quantification.txt	TCGA-A8-A097-01A-11R-A034-07
unc.edu.19d713e8-e754-44a4-9b23-0ef70f5d6b44.1158458.junction_quantification.txt	TCGA-A8-A07C-01A-11R-A034-07
unc.edu.19d713e8-e754-44a4-9b23-0ef70f5d6b44.1162771.rsem.genes.results	TCGA-A8-A07C-01A-11R-A034-07
unc.edu.19d713e8-e754-44a4-9b23-0ef70f5d6b44.1162772.rsem.isoforms.results	TCGA-A8-A07C-01A-11R-A034-07
unc.edu.19d713e8-e754-44a4-9b23-0ef70f5d6b44.1162794.rsem.genes.normalized_results	TCGA-A8-A07C-01A-11R-A034-07
unc.edu.19d713e8-e754-44a4-9b23-0ef70f5d6b44.1162795.rsem.isoforms.normalized_results	TCGA-A8-A07C-01A-11R-A034-07
unc.edu.19d713e8-e754-44a4-9b23-0ef70f5d6b44.1771046.bt.exon_quantification.txt	TCGA-A8-A07C-01A-11R-A034-07
unc.edu.1a77082d-f130-436b-9028-23c8dd9dc565.1126309.junction_quantification.txt	TCGA-E2-A15C-01A-31R-A12D-07
unc.edu.1a77082d-f130-436b-9028-23c8dd9dc565.1129974.rsem.genes.results	TCGA-E2-A15C-01A-31R-A12D-07
unc.edu.1a77082d-f130-436b-9028-23c8dd9dc565.1129975.rsem.isoforms.results	TCGA-E2-A15C-01A-31R-A12D-07
unc.edu.1a77082d-f130-436b-9028-23c8dd9dc565.1130844.rsem.genes.normalized_results	TCGA-E2-A15C-01A-31R-A12D-07
unc.edu.1a77082d-f130-436b-9028-23c8dd9dc565.1130847.rsem.isoforms.normalized_results	TCGA-E2-A15C-01A-31R-A12D-07
unc.edu.1a77082d-f130-436b-9028-23c8dd9dc565.1766380.bt.exon_quantification.txt	TCGA-E2-A15C-01A-31R-A12D-07
unc.edu.1a99c4ba-6948-4054-96cd-62164ff4a6f0.1148127.junction_quantification.txt	TCGA-B6-A0I9-01A-11R-A034-07
unc.edu.1a99c4ba-6948-4054-96cd-62164ff4a6f0.1152350.rsem.genes.results	TCGA-B6-A0I9-01A-11R-A034-07
unc.edu.1a99c4ba-6948-4054-96cd-62164ff4a6f0.1152351.rsem.isoforms.results	TCGA-B6-A0I9-01A-11R-A034-07
unc.edu.1a99c4ba-6948-4054-96cd-62164ff4a6f0.1152417.rsem.genes.normalized_results	TCGA-B6-A0I9-01A-11R-A034-07
unc.edu.1a99c4ba-6948-4054-96cd-62164ff4a6f0.1152420.rsem.isoforms.normalized_results	TCGA-B6-A0I9-01A-11R-A034-07
unc.edu.1a99c4ba-6948-4054-96cd-62164ff4a6f0.1769796.bt.exon_quantification.txt	TCGA-B6-A0I9-01A-11R-A034-07
unc.edu.1ccf908a-7620-4af8-b83f-0e287f3655c5.1147991.junction_quantification.txt	TCGA-A8-A075-01A-11R-A084-07
unc.edu.1ccf908a-7620-4af8-b83f-0e287f3655c5.1151637.rsem.genes.results	TCGA-A8-A075-01A-11R-A084-07
unc.edu.1ccf908a-7620-4af8-b83f-0e287f3655c5.1151638.rsem.isoforms.results	TCGA-A8-A075-01A-11R-A084-07
unc.edu.1ccf908a-7620-4af8-b83f-0e287f3655c5.1151719.rsem.isoforms.normalized_results	TCGA-A8-A075-01A-11R-A084-07
unc.edu.1ccf908a-7620-4af8-b83f-0e287f3655c5.1151723.rsem.genes.normalized_results	TCGA-A8-A075-01A-11R-A084-07
unc.edu.1ccf908a-7620-4af8-b83f-0e287f3655c5.1770216.bt.exon_quantification.txt	TCGA-A8-A075-01A-11R-A084-07
unc.edu.1d6480da-a470-4726-8bc4-57fa30799a15.1144262.junction_quantification.txt	TCGA-AR-A0TZ-01A-12R-A084-07
unc.edu.1d6480da-a470-4726-8bc4-57fa30799a15.1146964.rsem.genes.results	TCGA-AR-A0TZ-01A-12R-A084-07
unc.edu.1d6480da-a470-4726-8bc4-57fa30799a15.1146965.rsem.isoforms.results	TCGA-AR-A0TZ-01A-12R-A084-07
unc.edu.1d6480da-a470-4726-8bc4-57fa30799a15.1147229.rsem.genes.normalized_results	TCGA-AR-A0TZ-01A-12R-A084-07
unc.edu.1d6480da-a470-4726-8bc4-57fa30799a15.1147232.rsem.isoforms.normalized_results	TCGA-AR-A0TZ-01A-12R-A084-07
unc.edu.1d6480da-a470-4726-8bc4-57fa30799a15.1769283.bt.exon_quantification.txt	TCGA-AR-A0TZ-01A-12R-A084-07
unc.edu.1e59ea3f-36fa-4860-8c28-87b4b09075ec.1140007.junction_quantification.txt	TCGA-A2-A0YM-01A-11R-A109-07
unc.edu.1e59ea3f-36fa-4860-8c28-87b4b09075ec.1144060.rsem.genes.results	TCGA-A2-A0YM-01A-11R-A109-07
unc.edu.1e59ea3f-36fa-4860-8c28-87b4b09075ec.1144061.rsem.isoforms.results	TCGA-A2-A0YM-01A-11R-A109-07
unc.edu.1e59ea3f-36fa-4860-8c28-87b4b09075ec.1144178.rsem.isoforms.normalized_results	TCGA-A2-A0YM-01A-11R-A109-07
unc.edu.1e59ea3f-36fa-4860-8c28-87b4b09075ec.1144182.rsem.genes.normalized_results	TCGA-A2-A0YM-01A-11R-A109-07
unc.edu.1e59ea3f-36fa-4860-8c28-87b4b09075ec.1768102.bt.exon_quantification.txt	TCGA-A2-A0YM-01A-11R-A109-07
unc.edu.1edf44b5-61ba-47cd-81ed-b586ae81cb32.1155710.junction_quantification.txt	TCGA-A7-A0CD-01A-11R-A00Z-07
unc.edu.1edf44b5-61ba-47cd-81ed-b586ae81cb32.1157661.rsem.genes.results	TCGA-A7-A0CD-01A-11R-A00Z-07
unc.edu.1edf44b5-61ba-47cd-81ed-b586ae81cb32.1157662.rsem.isoforms.results	TCGA-A7-A0CD-01A-11R-A00Z-07
unc.edu.1edf44b5-61ba-47cd-81ed-b586ae81cb32.1158528.rsem.genes.normalized_results	TCGA-A7-A0CD-01A-11R-A00Z-07
unc.edu.1edf44b5-61ba-47cd-81ed-b586ae81cb32.1158536.rsem.isoforms.normalized_results	TCGA-A7-A0CD-01A-11R-A00Z-07
unc.edu.1edf44b5-61ba-47cd-81ed-b586ae81cb32.1771033.bt.exon_quantification.txt	TCGA-A7-A0CD-01A-11R-A00Z-07
unc.edu.1f7762ae-94bf-4ab4-a6d6-7fe57b1e1e99.1138066.junction_quantification.txt	TCGA-E2-A10C-01A-21R-A10J-07
unc.edu.1f7762ae-94bf-4ab4-a6d6-7fe57b1e1e99.1140875.rsem.genes.results	TCGA-E2-A10C-01A-21R-A10J-07
unc.edu.1f7762ae-94bf-4ab4-a6d6-7fe57b1e1e99.1140876.rsem.isoforms.results	TCGA-E2-A10C-01A-21R-A10J-07
unc.edu.1f7762ae-94bf-4ab4-a6d6-7fe57b1e1e99.1141715.rsem.isoforms.normalized_results	TCGA-E2-A10C-01A-21R-A10J-07
unc.edu.1f7762ae-94bf-4ab4-a6d6-7fe57b1e1e99.1141721.rsem.genes.normalized_results	TCGA-E2-A10C-01A-21R-A10J-07
unc.edu.1f7762ae-94bf-4ab4-a6d6-7fe57b1e1e99.1767651.bt.exon_quantification.txt	TCGA-E2-A10C-01A-21R-A10J-07
unc.edu.1fa9c013-4d2c-4f3e-8e77-6437dad440c9.1127223.junction_quantification.txt	TCGA-AQ-A04L-01B-21R-A10J-07
unc.edu.1fa9c013-4d2c-4f3e-8e77-6437dad440c9.1130004.rsem.genes.results	TCGA-AQ-A04L-01B-21R-A10J-07
unc.edu.1fa9c013-4d2c-4f3e-8e77-6437dad440c9.1130005.rsem.isoforms.results	TCGA-AQ-A04L-01B-21R-A10J-07
unc.edu.1fa9c013-4d2c-4f3e-8e77-6437dad440c9.1130866.rsem.isoforms.normalized_results	TCGA-AQ-A04L-01B-21R-A10J-07
unc.edu.1fa9c013-4d2c-4f3e-8e77-6437dad440c9.1130876.rsem.genes.normalized_results	TCGA-AQ-A04L-01B-21R-A10J-07
unc.edu.1fa9c013-4d2c-4f3e-8e77-6437dad440c9.1766060.bt.exon_quantification.txt	TCGA-AQ-A04L-01B-21R-A10J-07
unc.edu.1fc2800f-3427-4134-8a02-fea3ecbd2656.1127599.junction_quantification.txt	TCGA-AN-A0FZ-01A-11R-A034-07
unc.edu.1fc2800f-3427-4134-8a02-fea3ecbd2656.1132440.rsem.genes.results	TCGA-AN-A0FZ-01A-11R-A034-07
unc.edu.1fc2800f-3427-4134-8a02-fea3ecbd2656.1132441.rsem.isoforms.results	TCGA-AN-A0FZ-01A-11R-A034-07
unc.edu.1fc2800f-3427-4134-8a02-fea3ecbd2656.1132600.rsem.isoforms.normalized_results	TCGA-AN-A0FZ-01A-11R-A034-07
unc.edu.1fc2800f-3427-4134-8a02-fea3ecbd2656.1132612.rsem.genes.normalized_results	TCGA-AN-A0FZ-01A-11R-A034-07
unc.edu.1fc2800f-3427-4134-8a02-fea3ecbd2656.1766046.bt.exon_quantification.txt	TCGA-AN-A0FZ-01A-11R-A034-07
unc.edu.1fe98b05-6803-4803-83cd-a59e794b956e.1144696.junction_quantification.txt	TCGA-AO-A0J6-01A-11R-A034-07
unc.edu.1fe98b05-6803-4803-83cd-a59e794b956e.1148248.rsem.genes.results	TCGA-AO-A0J6-01A-11R-A034-07
unc.edu.1fe98b05-6803-4803-83cd-a59e794b956e.1148249.rsem.isoforms.results	TCGA-AO-A0J6-01A-11R-A034-07
unc.edu.1fe98b05-6803-4803-83cd-a59e794b956e.1148441.rsem.genes.normalized_results	TCGA-AO-A0J6-01A-11R-A034-07
unc.edu.1fe98b05-6803-4803-83cd-a59e794b956e.1148446.rsem.isoforms.normalized_results	TCGA-AO-A0J6-01A-11R-A034-07
unc.edu.1fe98b05-6803-4803-83cd-a59e794b956e.1768718.bt.exon_quantification.txt	TCGA-AO-A0J6-01A-11R-A034-07
unc.edu.2147e537-16f0-4bc3-a87f-572f8dcb9191.1126633.junction_quantification.txt	TCGA-BH-A18M-11A-33R-A12D-07
unc.edu.2147e537-16f0-4bc3-a87f-572f8dcb9191.1129432.rsem.genes.results	TCGA-BH-A18M-11A-33R-A12D-07
unc.edu.2147e537-16f0-4bc3-a87f-572f8dcb9191.1129433.rsem.isoforms.results	TCGA-BH-A18M-11A-33R-A12D-07
unc.edu.2147e537-16f0-4bc3-a87f-572f8dcb9191.1130724.rsem.genes.normalized_results	TCGA-BH-A18M-11A-33R-A12D-07
unc.edu.2147e537-16f0-4bc3-a87f-572f8dcb9191.1130736.rsem.isoforms.normalized_results	TCGA-BH-A18M-11A-33R-A12D-07
unc.edu.2147e537-16f0-4bc3-a87f-572f8dcb9191.1766485.bt.exon_quantification.txt	TCGA-BH-A18M-11A-33R-A12D-07
